shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
11.4,10,2007-08,30,12,1315,0,31,345,229,18,16,-14,30,ATL,26,55,28.6,29,4,NHL,2,15,21:55,52,60,4,56,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-35'}]",8
8.6,1,2007-08,6,4,223,0,4,56,35,3,3,0,7,PIT,3,9,0.0,29,0,NHL,0,4,18:34,11,12,0,10,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-35'}]",0
13.0,15,2008-09,63,17,1317,1,34,503,307,13,30,27,31,DET,40,40,21.1,30,8,NHL,0,9,17:48,69,74,4,71,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-9'}, {'link': '/awards/nhl_all_star.html#2009', 'name': None}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-55'}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-24'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-12'}]",10
12.1,1,2009-10,18,21,1067,1,24,314,199,5,17,24,27,CHI,24,44,0.0,31,2,NHL,0,14,18:44,41,57,0,51,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-20'}]",2
12.2,1,2010-11,32,20,1281,1,32,318,205,11,15,9,32,CHI,25,53,75.0,32,2,NHL,2,23,19:42,48,65,3,57,[],8
11.7,6,2011-12,20,36,1617,1,29,437,248,11,18,18,48,CHI,29,94,33.3,33,4,NHL,2,40,19:58,73,81,3,77,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2012.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2012.html#byng', 'name': 'Byng-11'}, {'link': '/awards/voting-2012.html#hart', 'name': 'Hart-24'}, {'link': '/awards/voting-2012.html#selke', 'name': 'Selke-16'}]",9
14.7,2,2012-13,16,11,722,1,14,205,116,2,12,20,14,CHI,17,48,33.3,34,6,NHL,1,13,18:02,12,40,1,31,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2013.html#selke', 'name': 'Selke-10'}]",4
12.4,2,2013-14,20,20,1316,1,26,408,241,9,23,28,30,CHI,30,75,33.3,35,4,NHL,3,26,18:16,43,72,1,60,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2014.html#selke', 'name': 'Selke-5'}]",4
8.9,3,2014-15,32,28,1521,0,30,447,247,11,15,17,39,CHI,22,68,57.1,36,2,NHL,1,26,18:33,62,82,4,61,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2015.html#selke', 'name': 'Selke-7'}]",6
6.8,2,2015-16,24,12,1105,1,25,307,191,7,8,10,20,CHI,13,44,0.0,37,2,NHL,3,33,17:16,37,64,0,33,"[{'link': '/awards/voting-2016.html#selke', 'name': 'Selke-40'}]",2
15.6,9,2016-17,8,13,1231,0,29,303,167,6,20,7,19,CHI,26,47,35.7,38,7,NHL,1,36,16:51,32,73,5,45,"[{'link': '/awards/voting-2017.html#byng', 'name': 'Byng-4'}, {'link': '/awards/voting-2017.html#selke', 'name': 'Selke-14'}]",5
