points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
72,"[{'link': '/coaches/fergujo01c.html', 'name': 'J. Ferguson'}]",NHL,NYR,1976-77,29,37,0,New York Rangers,.450,,14,80,4th
67,"[{'link': '/coaches/stewaro01c.html', 'name': 'R. Stewart'}, {'link': '/coaches/fergujo01c.html', 'name': 'J. Ferguson'}]",NHL,NYR,1975-76,29,42,0,New York Rangers,.419,,9,80,4th
88,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1974-75,37,29,0,New York Rangers,.550,Lost NHL Preliminary Round,14,80,2nd
94,"[{'link': '/coaches/popeila01c.html', 'name': 'L. Popein'}, {'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1973-74,40,24,0,New York Rangers,.603,Lost NHL Semi-Finals,14,78,3rd
102,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1972-73,47,23,0,New York Rangers,.654,Lost NHL Semi-Finals,8,78,3rd
109,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1971-72,48,17,0,New York Rangers,.699,Lost Stanley Cup Final,13,78,2nd
109,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1970-71,49,18,0,New York Rangers,.699,Lost NHL Semi-Finals,11,78,2nd
92,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1969-70,38,22,0,New York Rangers,.605,Lost NHL Quarter-Finals,16,76,4th
91,"[{'link': '/coaches/geoffbe01c.html', 'name': 'B. Geoffrion'}, {'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1968-69,41,26,0,New York Rangers,.599,Lost NHL Quarter-Finals,9,76,3rd
90,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1967-68,39,23,0,New York Rangers,.608,Lost NHL Quarter-Finals,12,74,2nd
72,"[{'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1966-67,30,28,0,New York Rangers,.514,Lost NHL Semi-Finals,12,70,4th
47,"[{'link': '/coaches/sullire01c.html', 'name': 'R. Sullivan'}, {'link': '/coaches/francem01c.html', 'name': 'E. Francis'}]",NHL,NYR,1965-66,18,41,0,New York Rangers,.336,,11,70,6th
52,"[{'link': '/coaches/sullire01c.html', 'name': 'R. Sullivan'}]",NHL,NYR,1964-65,20,38,0,New York Rangers,.371,,12,70,5th
54,"[{'link': '/coaches/sullire01c.html', 'name': 'R. Sullivan'}]",NHL,NYR,1963-64,22,38,0,New York Rangers,.386,,10,70,5th
56,"[{'link': '/coaches/patrimu01c.html', 'name': 'M. Patrick'}, {'link': '/coaches/sullire01c.html', 'name': 'R. Sullivan'}]",NHL,NYR,1962-63,22,36,0,New York Rangers,.400,,12,70,5th
64,"[{'link': '/coaches/harvedo01c.html', 'name': 'D. Harvey'}]",NHL,NYR,1961-62,26,32,0,New York Rangers,.457,Lost NHL Semi-Finals,12,70,4th
54,"[{'link': '/coaches/pikeal01c.html', 'name': 'A. Pike'}]",NHL,NYR,1960-61,22,38,0,New York Rangers,.386,,10,70,5th
49,"[{'link': '/coaches/watsoph01c.html', 'name': 'P. Watson'}, {'link': '/coaches/patrimu01c.html', 'name': 'M. Patrick'}, {'link': '/coaches/pikeal01c.html', 'name': 'A. Pike'}]",NHL,NYR,1959-60,17,38,0,New York Rangers,.350,,15,70,6th
64,"[{'link': '/coaches/watsoph01c.html', 'name': 'P. Watson'}]",NHL,NYR,1958-59,26,32,0,New York Rangers,.457,,12,70,5th
77,"[{'link': '/coaches/watsoph01c.html', 'name': 'P. Watson'}]",NHL,NYR,1957-58,32,25,0,New York Rangers,.550,Lost NHL Semi-Finals,13,70,2nd
66,"[{'link': '/coaches/watsoph01c.html', 'name': 'P. Watson'}]",NHL,NYR,1956-57,26,30,0,New York Rangers,.471,Lost NHL Semi-Finals,14,70,4th
74,"[{'link': '/coaches/watsoph01c.html', 'name': 'P. Watson'}]",NHL,NYR,1955-56,32,28,0,New York Rangers,.529,Lost NHL Semi-Finals,10,70,3rd
52,"[{'link': '/coaches/patrimu01c.html', 'name': 'M. Patrick'}]",NHL,NYR,1954-55,17,35,0,New York Rangers,.371,,18,70,5th
68,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}, {'link': '/coaches/patrimu01c.html', 'name': 'M. Patrick'}]",NHL,NYR,1953-54,29,31,0,New York Rangers,.486,,10,70,5th
50,"[{'link': '/coaches/cookbi01c.html', 'name': 'B. Cook'}]",NHL,NYR,1952-53,17,37,0,New York Rangers,.357,,16,70,6th
59,"[{'link': '/coaches/colvine01c.html', 'name': 'N. Colville'}, {'link': '/coaches/cookbi01c.html', 'name': 'B. Cook'}]",NHL,NYR,1951-52,23,34,0,New York Rangers,.421,,13,70,5th
61,"[{'link': '/coaches/colvine01c.html', 'name': 'N. Colville'}]",NHL,NYR,1950-51,20,29,0,New York Rangers,.436,,21,70,5th
67,"[{'link': '/coaches/patrily01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1949-50,28,31,0,New York Rangers,.479,Lost Stanley Cup Final,11,70,4th
47,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}, {'link': '/coaches/patrily01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1948-49,18,31,0,New York Rangers,.392,,11,60,6th
55,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1947-48,21,26,0,New York Rangers,.458,Lost NHL Semi-Finals,13,60,4th
50,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1946-47,22,32,0,New York Rangers,.417,,6,60,5th
35,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1945-46,13,28,0,New York Rangers,.350,,9,50,6th
32,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1944-45,11,29,0,New York Rangers,.320,,10,50,6th
17,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1943-44,6,39,0,New York Rangers,.170,,5,50,6th
30,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1942-43,11,31,0,New York Rangers,.300,,8,50,6th
60,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1941-42,29,17,0,New York Rangers,.625,Lost NHL Semi-Finals,2,48,1st
50,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1940-41,21,19,0,New York Rangers,.521,Lost NHL Quarter-Finals,8,48,4th
64,"[{'link': '/coaches/bouchfr01c.html', 'name': 'F. Boucher'}]",NHL,NYR,1939-40,27,11,0,New York Rangers,.667,,10,48,2nd
58,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1938-39,26,16,0,New York Rangers,.604,Lost NHL Semi-Finals,6,48,2nd
60,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1937-38,27,15,0,New York Rangers,.625,Lost NHL Quarter-Finals,6,48,2nd
47,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1936-37,19,20,0,New York Rangers,.490,Lost Stanley Cup Final,9,48,3rd
50,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1935-36,19,17,0,New York Rangers,.521,,12,48,4th
50,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1934-35,22,20,0,New York Rangers,.521,Lost NHL Semi-Finals,6,48,3rd
50,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1933-34,21,19,0,New York Rangers,.521,Lost NHL Quarter-Finals,8,48,3rd
54,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1932-33,23,17,0,New York Rangers,.563,,8,48,3rd
54,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1931-32,23,17,0,New York Rangers,.563,Lost Stanley Cup Final,8,48,1st
47,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1930-31,19,16,0,New York Rangers,.534,Lost NHL Semi-Finals,9,44,3rd
44,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1929-30,17,17,0,New York Rangers,.500,Lost NHL Semi-Finals,10,44,3rd
52,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1928-29,21,13,0,New York Rangers,.591,Lost Stanley Cup Final,10,44,2nd
47,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1927-28,19,16,0,New York Rangers,.534,,9,44,2nd
56,"[{'link': '/coaches/patrile01c.html', 'name': 'L. Patrick'}]",NHL,NYR,1926-27,25,13,0,New York Rangers,.636,Lost NHL Semi-Finals,6,44,1st
