points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
94,"[{'link': '/coaches/hartscr01c.html', 'name': 'C. Hartsburg'}]",NHL,CHI,1995-96,40,28,0,Chicago Blackhawks,.573,Lost NHL Conference Semi-Finals,14,82,2nd
53,"[{'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CHI,1994-95,24,19,0,Chicago Blackhawks,.552,Lost NHL Conference Finals,5,48,3rd
87,"[{'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CHI,1993-94,39,36,0,Chicago Blackhawks,.518,Lost NHL Conference Quarter-Finals,9,84,5th
106,"[{'link': '/coaches/sutteda01c.html', 'name': 'D. Sutter'}]",NHL,CHI,1992-93,47,25,0,Chicago Blackhawks,.631,Lost NHL Division Semi-Finals,12,84,1st
87,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CHI,1991-92,36,29,0,Chicago Blackhawks,.544,Lost Stanley Cup Final,15,80,2nd
106,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CHI,1990-91,49,23,0,Chicago Blackhawks,.663,Lost NHL Division Semi-Finals,8,80,1st
88,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CHI,1989-90,41,33,0,Chicago Blackhawks,.550,Lost NHL Conference Finals,6,80,1st
66,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,CHI,1988-89,27,41,0,Chicago Blackhawks,.413,Lost NHL Conference Finals,12,80,4th
69,"[{'link': '/coaches/murdobo01c.html', 'name': 'B. Murdoch'}]",NHL,CHI,1987-88,30,41,0,Chicago Blackhawks,.431,Lost NHL Division Semi-Finals,9,80,3rd
72,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CHI,1986-87,29,37,0,Chicago Blackhawks,.450,Lost NHL Division Semi-Finals,14,80,3rd
86,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CBH,1985-86,39,33,0,Chicago Black Hawks,.538,Lost NHL Division Semi-Finals,8,80,1st
83,"[{'link': '/coaches/tessior01c.html', 'name': 'O. Tessier'}, {'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CBH,1984-85,38,35,0,Chicago Black Hawks,.519,Lost NHL Conference Finals,7,80,2nd
68,"[{'link': '/coaches/tessior01c.html', 'name': 'O. Tessier'}]",NHL,CBH,1983-84,30,42,0,Chicago Black Hawks,.425,Lost NHL Division Semi-Finals,8,80,4th
104,"[{'link': '/coaches/tessior01c.html', 'name': 'O. Tessier'}]",NHL,CBH,1982-83,47,23,0,Chicago Black Hawks,.650,Lost NHL Conference Finals,10,80,1st
72,"[{'link': '/coaches/magnuke01c.html', 'name': 'K. Magnuson'}, {'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CBH,1981-82,30,38,0,Chicago Black Hawks,.450,Lost NHL Conference Finals,12,80,4th
78,"[{'link': '/coaches/magnuke01c.html', 'name': 'K. Magnuson'}]",NHL,CBH,1980-81,31,33,0,Chicago Black Hawks,.488,Lost NHL Preliminary Round,16,80,2nd
87,"[{'link': '/coaches/johnsed01c.html', 'name': 'E. Johnston'}]",NHL,CBH,1979-80,34,27,0,Chicago Black Hawks,.544,Lost NHL Quarter-Finals,19,80,1st
73,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CBH,1978-79,29,36,0,Chicago Black Hawks,.456,Lost NHL Quarter-Finals,15,80,1st
83,"[{'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CBH,1977-78,32,29,0,Chicago Black Hawks,.519,Lost NHL Quarter-Finals,19,80,1st
63,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}, {'link': '/coaches/whitebi01c.html', 'name': 'B. White'}]",NHL,CBH,1976-77,26,43,0,Chicago Black Hawks,.394,Lost NHL Preliminary Round,11,80,3rd
82,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1975-76,32,30,0,Chicago Black Hawks,.513,Lost NHL Quarter-Finals,18,80,1st
82,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1974-75,37,35,0,Chicago Black Hawks,.513,Lost NHL Quarter-Finals,8,80,3rd
105,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1973-74,41,14,0,Chicago Black Hawks,.673,Lost NHL Semi-Finals,23,78,2nd
93,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1972-73,42,27,0,Chicago Black Hawks,.596,Lost Stanley Cup Final,9,78,1st
107,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1971-72,46,17,0,Chicago Black Hawks,.686,Lost NHL Semi-Finals,15,78,1st
107,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1970-71,49,20,0,Chicago Black Hawks,.686,Lost Stanley Cup Final,9,78,1st
99,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1969-70,45,22,0,Chicago Black Hawks,.651,Lost NHL Semi-Finals,9,76,1st
77,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1968-69,34,33,0,Chicago Black Hawks,.507,,9,76,6th
80,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1967-68,32,26,0,Chicago Black Hawks,.541,Lost NHL Semi-Finals,16,74,4th
94,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1966-67,41,17,0,Chicago Black Hawks,.671,Lost NHL Semi-Finals,12,70,1st
82,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1965-66,37,25,0,Chicago Black Hawks,.586,Lost NHL Semi-Finals,8,70,2nd
76,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1964-65,34,28,0,Chicago Black Hawks,.543,Lost Stanley Cup Final,8,70,3rd
84,"[{'link': '/coaches/reaybi01c.html', 'name': 'B. Reay'}]",NHL,CBH,1963-64,36,22,0,Chicago Black Hawks,.600,Lost NHL Semi-Finals,12,70,2nd
81,"[{'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1962-63,32,21,0,Chicago Black Hawks,.579,Lost NHL Semi-Finals,17,70,2nd
75,"[{'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1961-62,31,26,0,Chicago Black Hawks,.536,Lost Stanley Cup Final,13,70,3rd
75,"[{'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1960-61,29,24,0,Chicago Black Hawks,.536,,17,70,3rd
69,"[{'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1959-60,28,29,0,Chicago Black Hawks,.493,Lost NHL Semi-Finals,13,70,3rd
69,"[{'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1958-59,28,29,0,Chicago Black Hawks,.493,Lost NHL Semi-Finals,13,70,3rd
55,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}, {'link': '/coaches/pilouru01c.html', 'name': 'R. Pilous'}]",NHL,CBH,1957-58,24,39,0,Chicago Black Hawks,.393,,7,70,5th
47,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,CBH,1956-57,16,39,0,Chicago Black Hawks,.336,,15,70,6th
50,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,CBH,1955-56,19,39,0,Chicago Black Hawks,.357,,12,70,6th
43,"[{'link': '/coaches/eddolfr01c.html', 'name': 'F. Eddolls'}]",NHL,CBH,1954-55,13,40,0,Chicago Black Hawks,.307,,17,70,6th
31,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,CBH,1953-54,12,51,0,Chicago Black Hawks,.221,,7,70,6th
69,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,CBH,1952-53,27,28,0,Chicago Black Hawks,.493,Lost NHL Semi-Finals,15,70,4th
43,"[{'link': '/coaches/goodfeb01c.html', 'name': 'E. Goodfellow'}]",NHL,CBH,1951-52,17,44,0,Chicago Black Hawks,.307,,9,70,6th
36,"[{'link': '/coaches/goodfeb01c.html', 'name': 'E. Goodfellow'}]",NHL,CBH,1950-51,13,47,0,Chicago Black Hawks,.257,,10,70,6th
54,"[{'link': '/coaches/conacch01c.html', 'name': 'C. Conacher'}]",NHL,CBH,1949-50,22,38,0,Chicago Black Hawks,.386,,10,70,6th
50,"[{'link': '/coaches/conacch01c.html', 'name': 'C. Conacher'}]",NHL,CBH,1948-49,21,31,0,Chicago Black Hawks,.417,,8,60,5th
46,"[{'link': '/coaches/gottsjo01c.html', 'name': 'J. Gottselig'}, {'link': '/coaches/conacch01c.html', 'name': 'C. Conacher'}]",NHL,CBH,1947-48,20,34,0,Chicago Black Hawks,.383,,6,60,6th
42,"[{'link': '/coaches/gottsjo01c.html', 'name': 'J. Gottselig'}]",NHL,CBH,1946-47,19,37,0,Chicago Black Hawks,.350,,4,60,6th
53,"[{'link': '/coaches/gottsjo01c.html', 'name': 'J. Gottselig'}]",NHL,CBH,1945-46,23,20,0,Chicago Black Hawks,.530,Lost NHL Semi-Finals,7,50,3rd
33,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}, {'link': '/coaches/gottsjo01c.html', 'name': 'J. Gottselig'}]",NHL,CBH,1944-45,13,30,0,Chicago Black Hawks,.330,,7,50,5th
49,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1943-44,22,23,0,Chicago Black Hawks,.490,Lost Stanley Cup Final,5,50,4th
49,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1942-43,17,18,0,Chicago Black Hawks,.490,,15,50,5th
47,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1941-42,22,23,0,Chicago Black Hawks,.490,Lost NHL Quarter-Finals,3,48,4th
39,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1940-41,16,25,0,Chicago Black Hawks,.406,Lost NHL Semi-Finals,7,48,5th
52,"[{'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1939-40,23,19,0,Chicago Black Hawks,.542,Lost NHL Quarter-Finals,6,48,4th
32,"[{'link': '/coaches/stewabi99c.html', 'name': 'B. Stewart'}, {'link': '/coaches/thomppa01c.html', 'name': 'P. Thompson'}]",NHL,CBH,1938-39,12,28,0,Chicago Black Hawks,.333,,8,48,7th
37,"[{'link': '/coaches/stewabi99c.html', 'name': 'B. Stewart'}]",NHL,CBH,1937-38,14,25,0,Chicago Black Hawks,.385,,9,48,3rd
35,"[{'link': '/coaches/loughcl01c.html', 'name': 'C. Loughlin'}]",NHL,CBH,1936-37,14,27,0,Chicago Black Hawks,.365,,7,48,4th
50,"[{'link': '/coaches/loughcl01c.html', 'name': 'C. Loughlin'}]",NHL,CBH,1935-36,21,19,0,Chicago Black Hawks,.521,Lost NHL Quarter-Finals,8,48,3rd
57,"[{'link': '/coaches/loughcl01c.html', 'name': 'C. Loughlin'}]",NHL,CBH,1934-35,26,17,0,Chicago Black Hawks,.594,Lost NHL Quarter-Finals,5,48,2nd
51,"[{'link': '/coaches/gormato99c.html', 'name': 'T. Gorman'}]",NHL,CBH,1933-34,20,17,0,Chicago Black Hawks,.531,,11,48,2nd
44,"[{'link': '/coaches/iversem99c.html', 'name': 'E. Iverson'}, {'link': '/coaches/mathego99c.html', 'name': 'G. Matheson'}, {'link': '/coaches/gormato99c.html', 'name': 'T. Gorman'}]",NHL,CBH,1932-33,16,20,0,Chicago Black Hawks,.458,,12,48,4th
47,"[{'link': '/coaches/tobinbi99c.html', 'name': 'B. Tobin'}]",NHL,CBH,1931-32,18,19,0,Chicago Black Hawks,.490,Lost NHL Quarter-Finals,11,48,2nd
51,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,CBH,1930-31,24,17,0,Chicago Black Hawks,.580,Lost Stanley Cup Final,3,44,2nd
47,"[{'link': '/coaches/shaugto99c.html', 'name': 'T. Shaughnessy'}, {'link': '/coaches/tobinbi99c.html', 'name': 'B. Tobin'}]",NHL,CBH,1929-30,21,18,0,Chicago Black Hawks,.534,Lost NHL Quarter-Finals,5,44,2nd
22,"[{'link': '/coaches/gardihe01c.html', 'name': 'H. Gardiner'}, {'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,CBH,1928-29,7,29,0,Chicago Black Hawks,.250,,8,44,5th
17,"[{'link': '/coaches/stanlba01c.html', 'name': 'B. Stanley'}, {'link': '/coaches/lehmahu01c.html', 'name': 'H. Lehman'}]",NHL,CBH,1927-28,7,34,0,Chicago Black Hawks,.193,,3,44,5th
41,"[{'link': '/coaches/muldope99c.html', 'name': 'P. Muldoon'}]",NHL,CBH,1926-27,19,22,0,Chicago Black Hawks,.466,Lost NHL Quarter-Finals,3,44,3rd
