points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
92,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,2005-06,42,32,8,Vancouver Canucks,.561,,0,82,4th
101,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,2003-04,43,24,5,Vancouver Canucks,.616,Lost NHL Conference Quarter-Finals,10,82,1st
104,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,2002-03,45,23,1,Vancouver Canucks,.634,Lost NHL Conference Semi-Finals,13,82,2nd
94,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,2001-02,42,30,3,Vancouver Canucks,.573,Lost NHL Conference Quarter-Finals,7,82,2nd
90,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,2000-01,36,28,7,Vancouver Canucks,.549,Lost NHL Conference Quarter-Finals,11,82,3rd
83,"[{'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,1999-00,30,29,8,Vancouver Canucks,.506,,15,82,3rd
58,"[{'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}, {'link': '/coaches/crawfma01c.html', 'name': 'M. Crawford'}]",NHL,VAN,1998-99,23,47,0,Vancouver Canucks,.354,,12,82,4th
64,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}, {'link': '/coaches/keenami99c.html', 'name': 'M. Keenan'}]",NHL,VAN,1997-98,25,43,0,Vancouver Canucks,.390,,14,82,7th
77,"[{'link': '/coaches/renneto99c.html', 'name': 'T. Renney'}]",NHL,VAN,1996-97,35,40,0,Vancouver Canucks,.470,,7,82,4th
79,"[{'link': '/coaches/leyri01c.html', 'name': 'R. Ley'}, {'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,VAN,1995-96,32,35,0,Vancouver Canucks,.482,Lost NHL Conference Quarter-Finals,15,82,3rd
48,"[{'link': '/coaches/leyri01c.html', 'name': 'R. Ley'}]",NHL,VAN,1994-95,18,18,0,Vancouver Canucks,.500,Lost NHL Conference Semi-Finals,12,48,2nd
85,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,VAN,1993-94,41,40,0,Vancouver Canucks,.506,Lost Stanley Cup Final,3,84,2nd
101,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,VAN,1992-93,46,29,0,Vancouver Canucks,.601,Lost NHL Division Finals,9,84,1st
96,"[{'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,VAN,1991-92,42,26,0,Vancouver Canucks,.600,Lost NHL Division Finals,12,80,1st
65,"[{'link': '/coaches/mccambo99c.html', 'name': 'B. McCammon'}, {'link': '/coaches/quinnpa01c.html', 'name': 'P. Quinn'}]",NHL,VAN,1990-91,28,43,0,Vancouver Canucks,.406,Lost NHL Division Semi-Finals,9,80,4th
64,"[{'link': '/coaches/mccambo99c.html', 'name': 'B. McCammon'}]",NHL,VAN,1989-90,25,41,0,Vancouver Canucks,.400,,14,80,5th
74,"[{'link': '/coaches/mccambo99c.html', 'name': 'B. McCammon'}]",NHL,VAN,1988-89,33,39,0,Vancouver Canucks,.463,Lost NHL Division Semi-Finals,8,80,4th
59,"[{'link': '/coaches/mccambo99c.html', 'name': 'B. McCammon'}]",NHL,VAN,1987-88,25,46,0,Vancouver Canucks,.369,,9,80,5th
66,"[{'link': '/coaches/wattto99c.html', 'name': 'T. Watt'}]",NHL,VAN,1986-87,29,43,0,Vancouver Canucks,.413,,8,80,5th
59,"[{'link': '/coaches/wattto99c.html', 'name': 'T. Watt'}]",NHL,VAN,1985-86,23,44,0,Vancouver Canucks,.369,Lost NHL Division Semi-Finals,13,80,4th
59,"[{'link': '/coaches/laforbi99c.html', 'name': 'B. LaForge'}, {'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}]",NHL,VAN,1984-85,25,46,0,Vancouver Canucks,.369,,9,80,5th
73,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}, {'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}]",NHL,VAN,1983-84,32,39,0,Vancouver Canucks,.456,Lost NHL Division Semi-Finals,9,80,3rd
75,"[{'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,VAN,1982-83,30,35,0,Vancouver Canucks,.469,Lost NHL Division Semi-Finals,15,80,3rd
77,"[{'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}, {'link': '/coaches/neilsro99c.html', 'name': 'R. Neilson'}]",NHL,VAN,1981-82,30,33,0,Vancouver Canucks,.481,Lost Stanley Cup Final,17,80,2nd
76,"[{'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}]",NHL,VAN,1980-81,28,32,0,Vancouver Canucks,.475,Lost NHL Preliminary Round,20,80,3rd
70,"[{'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}]",NHL,VAN,1979-80,27,37,0,Vancouver Canucks,.438,Lost NHL Preliminary Round,16,80,3rd
63,"[{'link': '/coaches/nealeha99c.html', 'name': 'H. Neale'}]",NHL,VAN,1978-79,25,42,0,Vancouver Canucks,.394,Lost NHL Preliminary Round,13,80,2nd
57,"[{'link': '/coaches/kurteor01c.html', 'name': 'O. Kurtenbach'}]",NHL,VAN,1977-78,20,43,0,Vancouver Canucks,.356,,17,80,3rd
63,"[{'link': '/coaches/malonph01c.html', 'name': 'P. Maloney'}, {'link': '/coaches/kurteor01c.html', 'name': 'O. Kurtenbach'}]",NHL,VAN,1976-77,25,42,0,Vancouver Canucks,.394,,13,80,4th
81,"[{'link': '/coaches/malonph01c.html', 'name': 'P. Maloney'}]",NHL,VAN,1975-76,33,32,0,Vancouver Canucks,.506,Lost NHL Preliminary Round,15,80,2nd
86,"[{'link': '/coaches/malonph01c.html', 'name': 'P. Maloney'}]",NHL,VAN,1974-75,38,32,0,Vancouver Canucks,.538,Lost NHL Quarter-Finals,10,80,1st
59,"[{'link': '/coaches/mccrebi01c.html', 'name': 'B. McCreary'}, {'link': '/coaches/malonph01c.html', 'name': 'P. Maloney'}]",NHL,VAN,1973-74,24,43,0,Vancouver Canucks,.378,,11,78,7th
53,"[{'link': '/coaches/stasivi01c.html', 'name': 'V. Stasiuk'}]",NHL,VAN,1972-73,22,47,0,Vancouver Canucks,.340,,9,78,7th
48,"[{'link': '/coaches/laycoha01c.html', 'name': 'H. Laycoe'}]",NHL,VAN,1971-72,20,50,0,Vancouver Canucks,.308,,8,78,7th
56,"[{'link': '/coaches/laycoha01c.html', 'name': 'H. Laycoe'}]",NHL,VAN,1970-71,24,46,0,Vancouver Canucks,.359,,8,78,6th
