points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
95,"[{'link': '/coaches/gadsbbi01c.html', 'name': 'B. Gadsby'}, {'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1969-70,40,21,0,Detroit Red Wings,.625,Lost NHL Quarter-Finals,15,76,3rd
78,"[{'link': '/coaches/gadsbbi01c.html', 'name': 'B. Gadsby'}]",NHL,DET,1968-69,33,31,0,Detroit Red Wings,.513,,12,76,5th
66,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1967-68,27,35,0,Detroit Red Wings,.446,,12,74,6th
58,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1966-67,27,39,0,Detroit Red Wings,.414,,4,70,5th
74,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1965-66,31,27,0,Detroit Red Wings,.529,Lost Stanley Cup Final,12,70,4th
87,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1964-65,40,23,0,Detroit Red Wings,.621,Lost NHL Semi-Finals,7,70,1st
71,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1963-64,30,29,0,Detroit Red Wings,.507,Lost Stanley Cup Final,11,70,4th
77,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1962-63,32,25,0,Detroit Red Wings,.550,Lost Stanley Cup Final,13,70,4th
60,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1961-62,23,33,0,Detroit Red Wings,.429,,14,70,5th
66,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1960-61,25,29,0,Detroit Red Wings,.471,Lost Stanley Cup Final,16,70,4th
67,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1959-60,26,29,0,Detroit Red Wings,.479,Lost NHL Semi-Finals,15,70,4th
58,"[{'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1958-59,25,37,0,Detroit Red Wings,.414,,8,70,6th
70,"[{'link': '/coaches/skinnji99c.html', 'name': 'J. Skinner'}, {'link': '/coaches/abelsi01c.html', 'name': 'S. Abel'}]",NHL,DET,1957-58,29,29,0,Detroit Red Wings,.500,Lost NHL Semi-Finals,12,70,3rd
88,"[{'link': '/coaches/skinnji99c.html', 'name': 'J. Skinner'}]",NHL,DET,1956-57,38,20,0,Detroit Red Wings,.629,Lost NHL Semi-Finals,12,70,1st
76,"[{'link': '/coaches/skinnji99c.html', 'name': 'J. Skinner'}]",NHL,DET,1955-56,30,24,0,Detroit Red Wings,.543,Lost Stanley Cup Final,16,70,2nd
95,"[{'link': '/coaches/skinnji99c.html', 'name': 'J. Skinner'}]",NHL,DET,1954-55,42,17,0,Detroit Red Wings,.679,,11,70,1st
88,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1953-54,37,19,0,Detroit Red Wings,.629,,14,70,1st
90,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1952-53,36,16,0,Detroit Red Wings,.643,Lost NHL Semi-Finals,18,70,1st
100,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1951-52,44,14,0,Detroit Red Wings,.714,,12,70,1st
101,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1950-51,44,13,0,Detroit Red Wings,.721,Lost NHL Semi-Finals,13,70,1st
88,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1949-50,37,19,0,Detroit Red Wings,.629,,14,70,1st
75,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1948-49,34,19,0,Detroit Red Wings,.625,Lost Stanley Cup Final,7,60,1st
72,"[{'link': '/coaches/ivanto99c.html', 'name': 'T. Ivan'}]",NHL,DET,1947-48,30,18,0,Detroit Red Wings,.600,Lost Stanley Cup Final,12,60,2nd
55,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1946-47,22,27,0,Detroit Red Wings,.458,Lost NHL Semi-Finals,11,60,4th
50,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1945-46,20,20,0,Detroit Red Wings,.500,Lost NHL Semi-Finals,10,50,4th
67,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1944-45,31,14,0,Detroit Red Wings,.670,Lost Stanley Cup Final,5,50,2nd
58,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1943-44,26,18,0,Detroit Red Wings,.580,Lost NHL Semi-Finals,6,50,2nd
61,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1942-43,25,14,0,Detroit Red Wings,.610,,11,50,1st
42,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1941-42,19,25,0,Detroit Red Wings,.438,Lost Stanley Cup Final,4,48,5th
53,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1940-41,21,16,0,Detroit Red Wings,.552,Lost Stanley Cup Final,11,48,3rd
38,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1939-40,16,26,0,Detroit Red Wings,.396,Lost NHL Semi-Finals,6,48,5th
42,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1938-39,18,24,0,Detroit Red Wings,.438,Lost NHL Semi-Finals,6,48,5th
35,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1937-38,12,25,0,Detroit Red Wings,.365,,11,48,4th
59,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1936-37,25,14,0,Detroit Red Wings,.615,,9,48,1st
56,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1935-36,24,16,0,Detroit Red Wings,.583,,8,48,1st
45,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1934-35,19,22,0,Detroit Red Wings,.469,,7,48,4th
58,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1933-34,24,14,0,Detroit Red Wings,.604,Lost Stanley Cup Final,10,48,1st
58,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DET,1932-33,25,15,0,Detroit Red Wings,.604,Lost NHL Semi-Finals,8,48,2nd
46,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DTF,1931-32,18,20,0,Detroit Falcons,.479,Lost NHL Quarter-Finals,10,48,3rd
39,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DTF,1930-31,16,21,0,Detroit Falcons,.443,,7,44,4th
34,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DTC,1929-30,14,24,0,Detroit Cougars,.386,,6,44,4th
47,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DTC,1928-29,19,16,0,Detroit Cougars,.534,Lost NHL Quarter-Finals,9,44,3rd
44,"[{'link': '/coaches/adamsja01c.html', 'name': 'J. Adams'}]",NHL,DTC,1927-28,19,19,0,Detroit Cougars,.500,,6,44,4th
28,"[{'link': '/coaches/duncaar01c.html', 'name': 'A. Duncan'}, {'link': '/coaches/keatsdu01c.html', 'name': 'D. Keats'}]",NHL,DTC,1926-27,12,28,0,Detroit Cougars,.318,,4,44,5th
