points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
93,"[{'link': '/coaches/mactacr01c.html', 'name': 'C. MacTavish'}]",NHL,EDM,2000-01,39,28,3,Edmonton Oilers,.567,Lost NHL Conference Quarter-Finals,12,82,2nd
88,"[{'link': '/coaches/loweke01c.html', 'name': 'K. Lowe'}]",NHL,EDM,1999-00,32,26,8,Edmonton Oilers,.537,Lost NHL Conference Quarter-Finals,16,82,2nd
78,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,EDM,1998-99,33,37,0,Edmonton Oilers,.476,Lost NHL Conference Quarter-Finals,12,82,2nd
80,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,EDM,1997-98,35,37,0,Edmonton Oilers,.488,Lost NHL Conference Semi-Finals,10,82,3rd
81,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,EDM,1996-97,36,37,0,Edmonton Oilers,.494,Lost NHL Conference Semi-Finals,9,82,3rd
68,"[{'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,EDM,1995-96,30,44,0,Edmonton Oilers,.415,,8,82,5th
38,"[{'link': '/coaches/burnege99c.html', 'name': 'G. Burnett'}, {'link': '/coaches/lowro01c.html', 'name': 'R. Low'}]",NHL,EDM,1994-95,17,27,0,Edmonton Oilers,.396,,4,48,5th
64,"[{'link': '/coaches/greente01c.html', 'name': 'T. Green'}, {'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1993-94,25,45,0,Edmonton Oilers,.381,,14,84,6th
60,"[{'link': '/coaches/greente01c.html', 'name': 'T. Green'}]",NHL,EDM,1992-93,26,50,0,Edmonton Oilers,.357,,8,84,5th
82,"[{'link': '/coaches/greente01c.html', 'name': 'T. Green'}]",NHL,EDM,1991-92,36,34,0,Edmonton Oilers,.513,Lost NHL Conference Finals,10,80,3rd
80,"[{'link': '/coaches/muckljo99c.html', 'name': 'J. Muckler'}]",NHL,EDM,1990-91,37,37,0,Edmonton Oilers,.500,Lost NHL Conference Finals,6,80,3rd
90,"[{'link': '/coaches/muckljo99c.html', 'name': 'J. Muckler'}]",NHL,EDM,1989-90,38,28,0,Edmonton Oilers,.563,,14,80,2nd
84,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1988-89,38,34,0,Edmonton Oilers,.525,Lost NHL Division Semi-Finals,8,80,3rd
99,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1987-88,44,25,0,Edmonton Oilers,.619,,11,80,2nd
106,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1986-87,50,24,0,Edmonton Oilers,.663,,6,80,1st
119,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1985-86,56,17,0,Edmonton Oilers,.744,Lost NHL Division Finals,7,80,1st
109,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1984-85,49,20,0,Edmonton Oilers,.681,,11,80,1st
119,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1983-84,57,18,0,Edmonton Oilers,.744,,5,80,1st
106,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1982-83,47,21,0,Edmonton Oilers,.663,Lost Stanley Cup Final,12,80,1st
111,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1981-82,48,17,0,Edmonton Oilers,.694,Lost NHL Division Semi-Finals,15,80,1st
74,"[{'link': '/coaches/watsobr01c.html', 'name': 'B. Watson'}, {'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1980-81,29,35,0,Edmonton Oilers,.463,Lost NHL Quarter-Finals,16,80,4th
69,"[{'link': '/coaches/sathegl01c.html', 'name': 'G. Sather'}]",NHL,EDM,1979-80,28,39,0,Edmonton Oilers,.431,Lost NHL Preliminary Round,13,80,4th
